Date,Rhizome,Internode number,Internode length
26/02/2018,R1,1,8.5
26/02/2018,R1,2,8.0
26/02/2018,R1,3,8.0
26/02/2018,R1,4,7.0
26/02/2018,R1,5,5.0
26/02/2018,R1,6,6.0
26/02/2018,R1,7,6.0
26/02/2018,R1,8,8.0
26/02/2018,R1,9,7.0
26/02/2018,R1,10,9.0
26/02/2018,R1,11,5.0
26/02/2018,R1,12,18.176143382950155
26/02/2018,R1,13,25.388926860331797
26/02/2018,R1,14,23.691128139480938
26/02/2018,R2,1,13.0
26/02/2018,R2,2,12.0
26/02/2018,R2,3,12.0
26/02/2018,R2,4,15.0
26/02/2018,R2,5,11.0
26/02/2018,R2,6,10.0
26/02/2018,R2,7,10.0
26/02/2018,R2,8,17.0
26/02/2018,R2,9,17.0
26/02/2018,R2,10,14.0
26/02/2018,R2,11,14.0
26/02/2018,R2,12,16.0
26/02/2018,R2,13,20.0
26/02/2018,R2,14,21.0
26/02/2018,R2,15,18.0
26/02/2018,R2,16,17.0
26/02/2018,R2,17,11.0
26/02/2018,R2,18,11.0
26/02/2018,R2,19,11.0
26/02/2018,R2,20,10.0
26/02/2018,R2,21,19.7540624183079
26/02/2018,R2,22,28.3006639189324
26/02/2018,R2,23,26.601642241818023
26/02/2018,R3,1,13.0
26/02/2018,R3,2,17.0
26/02/2018,R3,3,14.0
26/02/2018,R3,4,17.0
26/02/2018,R3,5,10.0
26/02/2018,R3,6,11.0
26/02/2018,R3,7,9.0
26/02/2018,R3,8,7.0
26/02/2018,R3,9,16.563974733757497
26/02/2018,R3,10,27.70781524284623
26/02/2018,R3,11,29.21038198959461
26/02/2018,R4,1,9.0
26/02/2018,R4,2,7.0
26/02/2018,R4,3,6.0
26/02/2018,R4,4,6.0
26/02/2018,R4,5,4.0
26/02/2018,R4,6,4.0
26/02/2018,R4,7,21.05228840095682
26/02/2018,R5,1,17.0
26/02/2018,R5,2,19.0
26/02/2018,R5,3,20.0
26/02/2018,R5,4,21.0
26/02/2018,R5,5,19.0
26/02/2018,R5,6,16.0
26/02/2018,R5,7,14.0
26/02/2018,R5,8,10.0
26/02/2018,R5,9,16.0
26/02/2018,R5,10,20.0
26/02/2018,R5,11,18.0
26/02/2018,R5,12,16.0
26/02/2018,R5,13,9.0
26/02/2018,R5,14,13.0
26/02/2018,R5,15,20.0
26/02/2018,R5,16,15.517313411782165
26/02/2018,R5,17,19.723692710272225
26/02/2018,R5,18,17.52988227140375
26/02/2018,R5,19,21.34554634512992
26/02/2018,R5,20,20.77981423324087
26/02/2018,R6,1,15.0
26/02/2018,R6,2,14.0
26/02/2018,R6,3,10.0
26/02/2018,R6,4,10.0
26/02/2018,R6,5,7.0
26/02/2018,R6,6,8.0
26/02/2018,R6,7,9.0
26/02/2018,R6,8,8.0
26/02/2018,R6,9,9.0
26/02/2018,R6,10,11.0
26/02/2018,R6,11,9.0
26/02/2018,R6,12,8.0
26/02/2018,R6,13,7.0
26/02/2018,R6,14,9.0
26/02/2018,R6,15,5.0
26/02/2018,R6,16,8.0
26/02/2018,R6,17,8.0
26/02/2018,R6,18,17.770253034603762
26/02/2018,R7,1,20.0
26/02/2018,R7,2,22.0
26/02/2018,R7,3,12.0
26/02/2018,R7,4,15.0
26/02/2018,R7,5,19.0
26/02/2018,R7,6,21.0
26/02/2018,R7,7,11.0
26/02/2018,R7,8,15.0
26/02/2018,R7,9,12.0
26/02/2018,R7,10,19.790354456445428
26/02/2018,R7,11,19.656802725193078
26/02/2018,R7,12,21.390242368743433
26/02/2018,R8,1,8.0
