Date,Rhizome,Internode number,Internode length
26/02/2018,R1,1,8.0
26/02/2018,R1,2,8.0
26/02/2018,R1,3,7.0
26/02/2018,R1,4,5.0
26/02/2018,R1,5,6.0
26/02/2018,R1,6,6.0
26/02/2018,R1,7,8.0
26/02/2018,R1,8,7.0
26/02/2018,R1,9,9.0
26/02/2018,R1,10,5.0
26/02/2018,R1,11,17.477919740460443
26/02/2018,R1,12,25.403628572012906
26/02/2018,R1,13,38.27774745448982
26/02/2018,R1,14,26.9873530801111
26/02/2018,R1,15,17.495010746676755
26/02/2018,R1,16,28.08948405565258
26/02/2018,R2,1,12.0
26/02/2018,R2,2,13.0
26/02/2018,R2,3,12.0
26/02/2018,R2,4,12.0
26/02/2018,R2,5,15.0
26/02/2018,R2,6,11.0
26/02/2018,R2,7,10.0
26/02/2018,R2,8,10.0
26/02/2018,R2,9,17.0
26/02/2018,R2,10,17.0
26/02/2018,R2,11,14.0
26/02/2018,R2,12,14.0
26/02/2018,R2,13,16.0
26/02/2018,R2,14,20.0
26/02/2018,R2,15,21.0
26/02/2018,R2,16,18.0
26/02/2018,R2,17,17.0
26/02/2018,R2,18,11.0
26/02/2018,R2,19,11.0
26/02/2018,R2,20,11.0
26/02/2018,R2,21,10.0
26/02/2018,R2,22,18.652667448372274
26/02/2018,R3,1,13.0
26/02/2018,R3,2,17.0
26/02/2018,R3,3,14.0
26/02/2018,R3,4,17.0
26/02/2018,R3,5,10.0
26/02/2018,R3,6,11.0
26/02/2018,R3,7,9.0
26/02/2018,R3,8,7.0
26/02/2018,R3,9,26.64338094642527
26/02/2018,R3,10,21.357869105244216
26/02/2018,R4,1,9.0
26/02/2018,R4,2,7.0
26/02/2018,R4,3,6.0
26/02/2018,R4,4,6.0
26/02/2018,R4,5,4.0
26/02/2018,R4,6,4.0
26/02/2018,R4,7,22.39451011239821
26/02/2018,R4,8,25.345773612778977
26/02/2018,R4,9,20.603896831655174
26/02/2018,R5,1,17.0
26/02/2018,R5,2,19.0
26/02/2018,R5,3,20.0
26/02/2018,R5,4,21.0
26/02/2018,R5,5,19.0
26/02/2018,R5,6,16.0
26/02/2018,R5,7,14.0
26/02/2018,R5,8,10.0
26/02/2018,R5,9,16.0
26/02/2018,R5,10,20.0
26/02/2018,R5,11,18.0
26/02/2018,R5,12,16.0
26/02/2018,R5,13,9.0
26/02/2018,R5,14,13.0
26/02/2018,R5,15,20.0
26/02/2018,R5,16,24.445481166538226
26/02/2018,R5,17,17.756462063305698
26/02/2018,R5,18,24.05612607396083
26/02/2018,R5,19,17.582002488246292
26/02/2018,R5,20,27.19379093403892
26/02/2018,R6,1,14.0
26/02/2018,R6,2,10.0
26/02/2018,R6,3,10.0
26/02/2018,R6,4,7.0
26/02/2018,R6,5,8.0
26/02/2018,R6,6,9.0
26/02/2018,R6,7,8.0
26/02/2018,R6,8,9.0
26/02/2018,R6,9,11.0
26/02/2018,R6,10,9.0
26/02/2018,R6,11,8.0
26/02/2018,R6,12,7.0
26/02/2018,R6,13,9.0
26/02/2018,R6,14,5.0
26/02/2018,R6,15,8.0
26/02/2018,R6,16,8.0
