Date,Rhizome,Internode number,Internode length
04/01/2000,R1,1,25.0
04/01/2000,R1,2,25.0
04/01/2000,R1,3,32.0
04/01/2000,R1,4,24.0
04/01/2000,R1,5,20.0
04/01/2000,R1,6,20.0
04/01/2000,R1,7,28.0
04/01/2000,R1,8,27.0
04/01/2000,R1,9,27.0
04/01/2000,R1,10,29.0
04/01/2000,R1,11,29.0
04/01/2000,R1,12,31.0
04/01/2000,R1,13,10.736977888791392
04/01/2000,R1,14,12.16850156143021
04/01/2000,R1,15,15.77398838045894
04/01/2000,R1,16,14.209976165287452
04/01/2000,R1,17,8.302380690329892
04/01/2000,R1,18,12.94381121209916
04/01/2000,R1,19,3.725055738150463
04/01/2000,R2,1,10.0
04/01/2000,R2,2,8.0
04/01/2000,R2,3,10.0
04/01/2000,R2,4,10.0
04/01/2000,R2,5,10.0
04/01/2000,R2,6,10.0
04/01/2000,R2,7,11.0
04/01/2000,R2,8,11.0
04/01/2000,R2,9,15.0
04/01/2000,R2,10,15.0
04/01/2000,R2,11,13.0
04/01/2000,R2,12,7.0
04/01/2000,R2,13,14.940897732087745
04/01/2000,R2,14,7.090545555259793
04/01/2000,R2,15,15.598891251523069
04/01/2000,R2,16,10.785857027415808
04/01/2000,R2,17,12.872725302151737
04/01/2000,R3,1,15.0
04/01/2000,R3,2,10.0
04/01/2000,R3,3,10.0
04/01/2000,R3,4,10.0
04/01/2000,R3,5,12.0
04/01/2000,R3,6,17.0
04/01/2000,R3,7,17.0
04/01/2000,R3,8,17.0
04/01/2000,R3,9,13.0
04/01/2000,R3,10,15.0
04/01/2000,R3,11,10.0
04/01/2000,R3,12,10.0
04/01/2000,R3,13,15.0
04/01/2000,R3,14,10.0
04/01/2000,R3,15,10.0
04/01/2000,R3,16,11.49610909719648
04/01/2000,R3,17,10.151717762654787
04/01/2000,R4,1,7.0
04/01/2000,R4,2,10.0
04/01/2000,R4,3,15.0
04/01/2000,R4,4,17.0
04/01/2000,R4,5,15.0
04/01/2000,R4,6,15.0
04/01/2000,R4,7,13.0
04/01/2000,R4,8,7.0
04/01/2000,R4,9,14.0
04/01/2000,R4,10,11.09602270755332
04/01/2000,R4,11,9.346549529803072
04/01/2000,R4,12,10.15746353410895
04/01/2000,R4,13,6.83877334872283
04/01/2000,R4,14,10.810262181605543
04/01/2000,R5,1,8.0
04/01/2000,R5,2,8.0
04/01/2000,R5,3,10.0
04/01/2000,R5,4,13.0
04/01/2000,R5,5,20.0
04/01/2000,R5,6,20.0
04/01/2000,R5,7,15.0
04/01/2000,R5,8,15.0
04/01/2000,R5,9,15.0
04/01/2000,R5,10,15.0
04/01/2000,R5,11,10.0
04/01/2000,R5,12,8.0
04/01/2000,R5,13,13.746730453366846
04/01/2000,R5,14,15.170706805805233
04/01/2000,R5,15,12.828470407682985
04/01/2000,R6,1,5.0
04/01/2000,R6,2,5.0
04/01/2000,R6,3,7.0
04/01/2000,R6,4,5.0
04/01/2000,R6,5,5.0
04/01/2000,R6,6,10.0
04/01/2000,R6,7,7.0
04/01/2000,R6,8,5.0
04/01/2000,R6,9,18.887639922420956
04/01/2000,R6,10,9.926681506372843
04/01/2000,R7,1,20.0
04/01/2000,R7,2,12.0
04/01/2000,R7,3,13.0
04/01/2000,R7,4,15.0
04/01/2000,R7,5,20.0
04/01/2000,R7,6,20.0
04/01/2000,R7,7,20.0
04/01/2000,R7,8,20.0
